DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2022-01-10,2022-01-07,CAP.PA,ACHAT,1,5,180.4263,902.1314,3.7438,905.8752,-1.4634,0.1809,"CAP.PA : clôture 180,16 sous le bord bas 183,51 (-1,46 s), TAUX_20 +0,181 %/séance"
2022-02-07,2022-02-04,MC.PA,ACHAT,1,1,647.2154,647.2154,2.6859,649.9014,-1.0986,0.1799,"MC.PA : clôture 643,66 sous le bord bas 645,75 (-1,10 s), TAUX_20 +0,180 %/séance"
2022-02-14,2022-02-11,MC.PA,RENFORT,1,3,613.305,1839.9149,7.6356,1847.5505,-1.9222,0.2264,"MC.PA : renforcement, clôture 624,43 encore sous le bord bas (-1,92 s), TAUX_20 +0,226 %/séance"
2022-02-21,2022-02-18,CAP.PA,REGLE-4,1,5,168.5869,842.9347,3.4982,846.4329,-1.8488,-0.1675,"CAP.PA : clôture 167,42 sous le seuil de la règle 4 (-1,85 s dans la bande)"
2022-02-28,2022-02-25,MC.PA,REGLE-4,1,1,593.1593,593.1593,2.4616,595.6209,-1.8697,-0.5638,"MC.PA : clôture 607,65 sous le seuil de la règle 4 (-1,87 s dans la bande)"
2022-03-07,2022-03-04,MC.PA,REGLE-7,0,5,505.0104,2525.0518,2.9038,-2.9038,-3.7483,-0.8138,"MC.PA : clôture 526,71 sous le seuil de repli 550,13, soit −15 % du prix de la première tranche"
2022-03-09,2022-03-08,CAP.PA,REGLE-7,0,10,154.7668,1547.6683,1.7798,-1.7798,-2.4499,-0.6637,"CAP.PA : clôture 149,95 sous le seuil de repli 153,36, soit −15 % du prix de la première tranche"
2022-03-28,2022-03-25,ENGI.PA,ACHAT,1,115,7.9742,917.0275,3.8057,920.8332,-1.3849,0.0172,"ENGI.PA : clôture 7,97 sous le bord bas 8,22 (-1,38 s), TAUX_20 +0,017 %/séance"
2022-04-04,2022-04-01,PUB.PA,ACHAT,1,20,44.7148,894.2961,3.7113,898.0075,-1.1779,0.4266,"PUB.PA : clôture 44,62 sous le bord bas 45,02 (-1,18 s), TAUX_20 +0,427 %/séance"
2022-04-04,2022-04-01,SGO.PA,ACHAT,2,19,47.0544,894.0338,3.7102,897.744,-1.0391,0.2994,"SGO.PA : clôture 46,76 sous le bord bas 46,86 (-1,04 s), TAUX_20 +0,299 %/séance"
2022-04-11,2022-04-08,TTE.PA,ACHAT,1,25,35.8108,895.2712,3.7154,898.9866,-1.1869,0.1081,"TTE.PA : clôture 35,83 sous le bord bas 36,20 (-1,19 s), TAUX_20 +0,108 %/séance"
2022-05-23,2022-05-20,ENGI.PA,VENTE,1,115,9.3266,1072.5552,1.2334,-1.2334,1.8641,0.4506,"ENGI.PA : clôture 9,19 au-dessus du bord haut 8,68 (+1,86 s)"
2022-05-23,2022-05-20,TTE.PA,VENTE,2,25,41.1935,1029.8367,1.1843,-1.1843,1.0412,0.8144,"TTE.PA : clôture 40,57 au-dessus du bord haut 40,49 (+1,04 s)"
2022-05-30,2022-05-27,SGO.PA,VENTE,1,19,47.9718,911.464,1.0482,-1.0482,1.1844,-0.1043,"SGO.PA : clôture 47,74 au-dessus du bord haut 47,28 (+1,18 s)"
2022-05-30,2022-05-27,PUB.PA,REGLE-4,1,22,42.1388,927.0547,3.8473,930.9019,-0.9416,-0.4784,"PUB.PA : clôture 41,93 sous le seuil de la règle 4 (-0,94 s dans la bande)"
2022-06-14,2022-06-13,PUB.PA,REGLE-7,0,42,37.7241,1584.4107,1.8221,-1.8221,-2.0259,-0.7,"PUB.PA : clôture 37,51 sous le seuil de repli 38,01, soit −15 % du prix de la première tranche"
2022-08-01,2022-07-29,AC.PA,ACHAT,1,41,22.3725,917.2737,3.8067,921.0804,-1.1173,0.2665,"AC.PA : clôture 22,44 sous le bord bas 22,64 (-1,12 s), TAUX_20 +0,267 %/séance"
2022-09-26,2022-09-23,AC.PA,REGLE-7,0,41,18.3952,754.2029,0.8673,-0.8673,-2.1531,-0.1521,"AC.PA : clôture 18,61 sous le seuil de repli 19,02, soit −15 % du prix de la première tranche"
2023-02-20,2023-02-17,TTE.PA,ACHAT,1,18,48.9733,881.5189,3.6583,885.1772,-1.2449,0.1194,"TTE.PA : clôture 48,70 sous le bord bas 49,09 (-1,24 s), TAUX_20 +0,119 %/séance"
2023-02-27,2023-02-24,MC.PA,ACHAT,1,1,731.8194,731.8194,3.0371,734.8565,-1.5797,0.0052,"MC.PA : clôture 721,61 sous le bord bas 734,95 (-1,58 s), TAUX_20 +0,005 %/séance"
2023-02-27,2023-02-24,TTE.PA,RENFORT,2,37,48.7574,1804.0247,7.4867,1811.5114,-1.5486,0.2843,"TTE.PA : renforcement, clôture 48,31 encore sous le bord bas (-1,55 s), TAUX_20 +0,284 %/séance"
2023-03-13,2023-03-10,SAF.PA,ACHAT,1,7,128.1309,896.916,3.7222,900.6382,-1.6196,0.0903,"SAF.PA : clôture 127,92 sous le bord bas 129,80 (-1,62 s), TAUX_20 +0,090 %/séance"
2023-03-13,2023-03-10,SGO.PA,ACHAT,2,18,49.5765,892.3767,3.7034,896.0801,-1.3255,0.4767,"SGO.PA : clôture 49,57 sous le bord bas 49,99 (-1,33 s), TAUX_20 +0,477 %/séance"
2023-03-20,2023-03-17,SGO.PA,REGLE-4,1,19,45.4332,863.2315,3.5824,866.8139,-3.465,-0.1934,"SGO.PA : clôture 45,54 sous le seuil de la règle 4 (-3,46 s dans la bande)"
2023-03-20,2023-03-17,TTE.PA,REGLE-4,2,20,43.2366,864.7324,3.5886,868.3211,-3.1897,-0.4597,"TTE.PA : clôture 44,12 sous le seuil de la règle 4 (-3,19 s dans la bande)"
2023-03-20,2023-03-17,SAF.PA,REGLE-4,3,7,122.5133,857.5929,3.559,861.1519,-2.9179,-0.197,"SAF.PA : clôture 123,07 sous le seuil de la règle 4 (-2,92 s dans la bande)"
2023-04-17,2023-04-14,MC.PA,VENTE,1,1,829.482,829.482,0.9539,-0.9539,1.4116,0.4676,"MC.PA : clôture 828,83 au-dessus du bord haut 819,37 (+1,41 s)"
2023-06-05,2023-06-02,PUB.PA,ACHAT,1,15,60.5867,908.8003,3.7715,912.5719,-1.0747,0.0263,"PUB.PA : clôture 60,47 sous le bord bas 60,75 (-1,07 s), TAUX_20 +0,026 %/séance"
2023-06-19,2023-06-16,SGO.PA,VENTE,1,37,51.6868,1912.4114,2.1993,-2.1993,1.6388,0.5086,"SGO.PA : clôture 51,93 au-dessus du bord haut 50,56 (+1,64 s)"
2023-06-26,2023-06-23,ENGI.PA,ACHAT,1,80,11.3573,908.5859,3.7706,912.3566,-1.673,0.0893,"ENGI.PA : clôture 11,28 sous le bord bas 11,51 (-1,67 s), TAUX_20 +0,089 %/séance"
2023-06-26,2023-06-23,MC.PA,ACHAT,2,1,783.201,783.201,3.2503,786.4513,-1.4437,0.1794,"MC.PA : clôture 776,65 sous le bord bas 788,04 (-1,44 s), TAUX_20 +0,179 %/séance"
2023-07-31,2023-07-28,TTE.PA,VENTE,1,75,46.4736,3485.523,4.0084,-4.0084,1.2359,0.2361,"TTE.PA : clôture 46,41 au-dessus du bord haut 46,08 (+1,24 s)"
2023-07-31,2023-07-28,SAF.PA,VENTE,2,14,145.8035,2041.2493,2.3474,-2.3474,2.853,0.3677,"SAF.PA : clôture 145,65 au-dessus du bord haut 140,56 (+2,85 s)"
2023-07-31,2023-07-28,PUB.PA,VENTE,3,15,65.2093,978.1396,1.1249,-1.1249,1.6995,0.1111,"PUB.PA : clôture 65,44 au-dessus du bord haut 64,09 (+1,70 s)"
2023-08-21,2023-08-18,MC.PA,REGLE-4,1,1,727.1578,727.1578,3.0177,730.1755,-2.1342,-0.3494,"MC.PA : clôture 726,88 sous le seuil de la règle 4 (-2,13 s dans la bande)"
2023-09-18,2023-09-15,AIR.PA,ACHAT,1,7,124.0201,868.141,0.9984,869.1394,-1.1674,0.1152,"AIR.PA : clôture 123,94 sous le bord bas 124,34 (-1,17 s), TAUX_20 +0,115 %/séance"
2023-09-25,2023-09-22,AIR.PA,REGLE-4,1,8,116.847,934.776,1.075,935.851,-3.4094,-0.3143,"AIR.PA : clôture 116,92 sous le seuil de la règle 4 (-3,41 s dans la bande)"
2023-09-25,2023-09-22,AC.PA,ACHAT,2,31,30.1021,933.1643,3.8726,937.0369,-1.9305,0.1494,"AC.PA : clôture 30,25 sous le bord bas 30,93 (-1,93 s), TAUX_20 +0,149 %/séance"
2023-09-27,2023-09-26,MC.PA,REGLE-7,0,2,658.6711,1317.3422,1.5149,-1.5149,-2.1307,-0.4315,"MC.PA : clôture 657,74 sous le seuil de repli 665,72, soit −15 % du prix de la première tranche"
2023-10-02,2023-09-29,AC.PA,REGLE-4,1,31,29.3775,910.7023,3.7794,914.4818,-2.6381,-0.2857,"AC.PA : clôture 29,29 sous le seuil de la règle 4 (-2,64 s dans la bande)"
2023-10-23,2023-10-20,SAF.PA,ACHAT,1,6,140.6924,844.1541,3.5032,847.6574,-1.9432,0.0858,"SAF.PA : clôture 140,31 sous le bord bas 142,97 (-1,94 s), TAUX_20 +0,086 %/séance"
2023-10-23,2023-10-20,PUB.PA,ACHAT,2,14,63.6089,890.5241,3.6957,894.2198,-1.3588,0.3611,"PUB.PA : clôture 63,91 sous le bord bas 64,39 (-1,36 s), TAUX_20 +0,361 %/séance"
2023-10-30,2023-10-27,SAF.PA,RENFORT,1,12,143.3834,1720.6013,7.1405,1727.7418,-1.3563,0.0944,"SAF.PA : renforcement, clôture 141,97 encore sous le bord bas (-1,36 s), TAUX_20 +0,094 %/séance"
2023-11-13,2023-11-10,PUB.PA,REGLE-4,1,14,62.6486,877.0803,3.6399,880.7202,-1.9365,-0.2477,"PUB.PA : clôture 62,56 sous le seuil de la règle 4 (-1,94 s dans la bande)"
2023-11-20,2023-11-17,ENGI.PA,VENTE,1,80,12.4432,995.4529,1.1448,-1.1448,1.5458,0.2769,"ENGI.PA : clôture 12,47 au-dessus du bord haut 12,31 (+1,55 s)"
2023-11-20,2023-11-17,SAF.PA,VENTE,2,18,155.1546,2792.7832,3.2117,-3.2117,2.3352,0.4423,"SAF.PA : clôture 155,43 au-dessus du bord haut 151,45 (+2,34 s)"
2023-11-20,2023-11-17,AIR.PA,VENTE,3,15,125.2471,1878.7071,2.1605,-2.1605,1.598,0.325,"AIR.PA : clôture 124,83 au-dessus du bord haut 123,00 (+1,60 s)"
2023-11-27,2023-11-24,PUB.PA,VENTE,1,28,66.2763,1855.7356,2.1341,-2.1341,1.1628,0.2445,"PUB.PA : clôture 66,47 au-dessus du bord haut 66,27 (+1,16 s)"
2023-12-04,2023-12-01,AC.PA,VENTE,1,62,29.6985,1841.3079,2.1175,-2.1175,1.8095,0.4387,"AC.PA : clôture 29,77 au-dessus du bord haut 29,05 (+1,81 s)"
2023-12-04,2023-12-01,TTE.PA,ACHAT,1,18,53.0128,954.2303,3.9601,958.1903,-1.7741,0.0801,"TTE.PA : clôture 53,80 sous le bord bas 54,89 (-1,77 s), TAUX_20 +0,080 %/séance"
2024-01-22,2024-01-19,TTE.PA,REGLE-4,1,19,50.9767,968.557,4.0195,972.5765,-2.1842,-0.2908,"TTE.PA : clôture 50,89 sous le seuil de la règle 4 (-2,18 s dans la bande)"
2024-03-18,2024-03-15,TTE.PA,VENTE,1,37,54.5568,2018.5999,2.3214,-2.3214,2.7342,0.2559,"TTE.PA : clôture 54,56 au-dessus du bord haut 52,94 (+2,73 s)"
2024-04-08,2024-04-05,PUB.PA,ACHAT,1,11,88.9582,978.5398,4.0609,982.6008,-1.2884,0.2849,"PUB.PA : clôture 89,14 sous le bord bas 89,72 (-1,29 s), TAUX_20 +0,285 %/séance"
2024-04-15,2024-04-12,AIR.PA,ACHAT,1,6,154.9591,929.7547,1.0692,930.8239,-1.1398,0.0071,"AIR.PA : clôture 153,75 sous le bord bas 154,21 (-1,14 s), TAUX_20 +0,007 %/séance"
2024-04-15,2024-04-12,SGO.PA,ACHAT,2,14,66.7779,934.8906,3.8798,938.7704,-1.0476,0.2952,"SGO.PA : clôture 66,45 sous le bord bas 66,54 (-1,05 s), TAUX_20 +0,295 %/séance"
2024-05-06,2024-05-03,SGO.PA,VENTE,1,14,71.9715,1007.6012,1.1587,-1.1587,1.633,0.1686,"SGO.PA : clôture 71,81 au-dessus du bord haut 70,67 (+1,63 s)"
2024-05-06,2024-05-03,AIR.PA,REGLE-4,1,6,148.4772,890.8633,1.0245,891.8878,-2.5826,-0.2972,"AIR.PA : clôture 148,21 sous le seuil de la règle 4 (-2,58 s dans la bande)"
2024-05-06,2024-05-03,AC.PA,ACHAT,2,26,37.7881,982.4906,4.0773,986.5679,-1.788,0.0314,"AC.PA : clôture 37,65 sous le bord bas 38,54 (-1,79 s), TAUX_20 +0,031 %/séance"
2024-05-06,2024-05-03,SAF.PA,ACHAT,3,4,199.9934,799.9736,3.3199,803.2935,-1.1872,0.0041,"SAF.PA : clôture 199,80 sous le bord bas 200,83 (-1,19 s), TAUX_20 +0,004 %/séance"
2024-05-13,2024-05-10,AC.PA,RENFORT,1,52,38.0999,1981.197,8.222,1989.419,-1.4536,0.2481,"AC.PA : renforcement, clôture 38,02 encore sous le bord bas (-1,45 s), TAUX_20 +0,248 %/séance"
2024-05-13,2024-05-10,CAP.PA,ACHAT,2,5,191.9279,959.6393,3.9825,963.6218,-1.2743,0.0096,"CAP.PA : clôture 191,37 sous le bord bas 194,04 (-1,27 s), TAUX_20 +0,010 %/séance"
2024-06-03,2024-05-31,CAP.PA,REGLE-4,1,5,177.281,886.405,3.6786,890.0836,-2.4073,-0.0509,"CAP.PA : clôture 175,77 sous le seuil de la règle 4 (-2,41 s dans la bande)"
2024-06-17,2024-06-14,PUB.PA,REGLE-4,1,10,87.6689,876.6891,3.6383,880.3273,-3.721,-0.3427,"PUB.PA : clôture 86,92 sous le seuil de la règle 4 (-3,72 s dans la bande)"
2024-06-17,2024-06-14,SAF.PA,REGLE-4,2,3,193.665,580.9949,2.4111,583.406,-3.6396,-0.2642,"SAF.PA : clôture 192,30 sous le seuil de la règle 4 (-3,64 s dans la bande)"
2024-06-17,2024-06-14,AC.PA,REGLE-4,3,2,35.2623,70.5246,0.2927,70.8173,-2.5902,-0.2305,"AC.PA : clôture 35,00 sous le seuil de la règle 4 (-2,59 s dans la bande)"
2024-06-26,2024-06-25,AIR.PA,REGLE-7,0,12,129.7711,1557.2535,1.7908,-1.7908,-3.3601,-0.4916,"AIR.PA : clôture 129,43 sous le seuil de repli 131,72, soit −15 % du prix de la première tranche"
2024-07-15,2024-07-12,ENGI.PA,ACHAT,1,78,12.2466,955.2345,3.9642,959.1987,-1.0834,0.371,"ENGI.PA : clôture 12,31 sous le bord bas 12,37 (-1,08 s), TAUX_20 +0,371 %/séance"
2024-07-15,2024-07-12,TTE.PA,ACHAT,2,10,56.78,567.8004,2.3564,570.1568,-1.0415,0.2216,"TTE.PA : clôture 56,81 sous le bord bas 56,91 (-1,04 s), TAUX_20 +0,222 %/séance"
2024-08-05,2024-08-02,AC.PA,REGLE-7,0,80,30.3477,2427.816,2.792,-2.792,-3.3941,-0.7607,"AC.PA : clôture 31,24 sous le seuil de repli 32,12, soit −15 % du prix de la première tranche"
2024-08-19,2024-08-16,ENGI.PA,VENTE,1,78,13.6711,1066.348,1.2263,-1.2263,1.1606,0.5314,"ENGI.PA : clôture 13,64 au-dessus du bord haut 13,54 (+1,16 s)"
2024-09-02,2024-08-30,CAP.PA,VENTE,1,10,177.6598,1776.598,2.0431,-2.0431,1.6161,0.35,"CAP.PA : clôture 177,57 au-dessus du bord haut 174,22 (+1,62 s)"
2024-09-09,2024-09-06,SGO.PA,ACHAT,1,12,71.4899,857.8787,3.5602,861.4389,-1.1186,0.2427,"SGO.PA : clôture 71,22 sous le bord bas 71,56 (-1,12 s), TAUX_20 +0,243 %/séance"
2024-09-09,2024-09-06,TTE.PA,REGLE-4,2,16,53.9352,862.9636,3.5813,866.5449,-0.7938,-0.1069,"TTE.PA : clôture 53,55 sous le seuil de la règle 4 (-0,79 s dans la bande)"
2024-09-16,2024-09-13,SAF.PA,VENTE,1,7,198.0164,1386.115,1.594,-1.594,1.6207,0.0419,"SAF.PA : clôture 198,80 au-dessus du bord haut 195,92 (+1,62 s)"
2024-09-23,2024-09-20,TTE.PA,VENTE,1,26,55.9839,1455.5802,1.6739,-1.6739,1.475,-0.0905,"TTE.PA : clôture 55,46 au-dessus du bord haut 54,94 (+1,48 s)"
2024-09-23,2024-09-20,PUB.PA,VENTE,2,21,91.4926,1921.3444,2.2095,-2.2095,1.517,-0.0308,"PUB.PA : clôture 91,36 au-dessus du bord haut 90,10 (+1,52 s)"
2024-09-23,2024-09-20,SGO.PA,VENTE,3,12,78.6844,944.2132,1.0858,-1.0858,1.557,0.2885,"SGO.PA : clôture 79,14 au-dessus du bord haut 77,57 (+1,56 s)"
2024-12-23,2024-12-20,SGO.PA,ACHAT,1,11,80.6207,886.8277,3.6803,890.5081,-1.567,0.0811,"SGO.PA : clôture 80,92 sous le bord bas 82,14 (-1,57 s), TAUX_20 +0,081 %/séance"
2025-02-10,2025-02-07,SGO.PA,VENTE,1,11,88.7644,976.4084,1.1229,-1.1229,1.5113,0.384,"SGO.PA : clôture 88,82 au-dessus du bord haut 87,73 (+1,51 s)"
2025-02-24,2025-02-21,AIR.PA,ACHAT,1,6,154.8534,929.1205,1.0685,930.189,-2.4937,0.0345,"AIR.PA : clôture 153,64 sous le bord bas 159,65 (-2,49 s), TAUX_20 +0,035 %/séance"
2025-04-07,2025-04-04,AIR.PA,REGLE-4,1,7,126.9671,888.7699,1.0221,889.792,-4.7226,-0.21,"AIR.PA : clôture 141,06 sous le seuil de la règle 4 (-4,72 s dans la bande)"
2025-04-07,2025-04-04,TTE.PA,ACHAT,2,20,46.1961,923.9221,3.8343,927.7564,-1.6716,0.2019,"TTE.PA : clôture 49,46 sous le bord bas 50,91 (-1,67 s), TAUX_20 +0,202 %/séance"
2025-04-08,2025-04-07,AIR.PA,REGLE-7,0,13,133.8619,1740.2044,2.0012,-2.0012,-5.443,-0.4872,"AIR.PA : clôture 131,37 sous le seuil de repli 131,63, soit −15 % du prix de la première tranche"
2025-04-14,2025-04-11,TTE.PA,REGLE-4,1,19,46.2707,879.1427,3.6484,882.7911,-2.8448,-0.9001,"TTE.PA : clôture 45,36 sous le seuil de la règle 4 (-2,84 s dans la bande)"
2025-06-09,2025-06-06,EN.PA,ACHAT,1,25,36.5692,914.2302,3.7941,918.0242,-1.7872,0.0152,"EN.PA : clôture 36,53 sous le bord bas 37,17 (-1,79 s), TAUX_20 +0,015 %/séance"
2025-06-23,2025-06-20,TTE.PA,VENTE,1,39,52.1576,2034.1445,2.3393,-2.3393,1.2346,0.4445,"TTE.PA : clôture 51,75 au-dessus du bord haut 51,21 (+1,23 s)"
2025-06-23,2025-06-20,EN.PA,REGLE-4,1,26,35.2453,916.379,3.803,920.182,-2.9161,-0.2506,"EN.PA : clôture 35,53 sous le seuil de la règle 4 (-2,92 s dans la bande)"
2025-07-14,2025-07-11,ENGI.PA,ACHAT,1,50,18.8107,940.5338,3.9032,944.437,-2.1567,0.015,"ENGI.PA : clôture 18,73 sous le bord bas 19,09 (-2,16 s), TAUX_20 +0,015 %/séance"
2025-08-04,2025-08-01,ENGI.PA,REGLE-4,1,51,18.2205,929.2435,3.8564,933.0999,-3.1129,-0.0374,"ENGI.PA : clôture 18,22 sous le seuil de la règle 4 (-3,11 s dans la bande)"
