DATE,DATE_DECISION,TICKER,SENS,RANG_SERVICE,QUANTITE,PRIX_REEL,BRUT,FRAIS,NET,ECART_S,TAUX_20,MOTIF
2022-01-10,2022-01-07,CAP.PA,ACHAT,1,2,180.4263,360.8525,1.4975,362.3501,-1.4634,0.1809,"CAP.PA : clôture 180,16 sous le bord bas 183,51 (-1,46 s), TAUX_20 +0,181 %/séance — sans condition de pente"
2022-01-31,2022-01-28,SGO.PA,ACHAT,1,9,51.0528,459.4751,1.9068,461.3819,-1.4105,-0.5119,"SGO.PA : clôture 50,29 sous le bord bas 51,08 (-1,41 s), TAUX_20 -0,512 %/séance — sans condition de pente"
2022-01-31,2022-01-28,SAF.PA,ACHAT,2,4,100.8013,403.2053,1.6733,404.8786,-1.0188,-0.2435,"SAF.PA : clôture 99,14 sous le bord bas 99,24 (-1,02 s), TAUX_20 -0,243 %/séance — sans condition de pente"
2022-02-14,2022-02-11,SAF.PA,VENTE,1,4,107.3065,429.2259,0.4936,-0.4936,1.0799,0.0404,"SAF.PA : clôture 109,71 au-dessus du bord haut 109,30 (+1,08 s)"
2022-02-21,2022-02-18,CAP.PA,REGLE-4,1,2,168.5869,337.1739,1.3993,338.5732,-1.8488,-0.1675,"CAP.PA : clôture 167,42 sous le seuil de la règle 4 (-1,85 s dans la bande)"
2022-02-28,2022-02-25,TTE.PA,ACHAT,2,13,36.4236,473.5064,1.9651,475.4715,-1.3181,-0.2048,"TTE.PA : clôture 37,33 sous le bord bas 37,80 (-1,32 s), TAUX_20 -0,205 %/séance — sans condition de pente"
2022-02-28,2022-02-25,PUB.PA,ACHAT,3,10,47.7768,477.768,1.9827,479.7507,-1.1483,-0.0858,"PUB.PA : clôture 48,62 sous le bord bas 48,80 (-1,15 s), TAUX_20 -0,086 %/séance — sans condition de pente"
2022-03-07,2022-03-04,ENGI.PA,ACHAT,1,69,6.951,479.621,1.9904,481.6114,-5.7836,-0.9867,"ENGI.PA : clôture 7,25 sous le bord bas 9,13 (-5,78 s), TAUX_20 -0,987 %/séance — sans condition de pente"
2022-03-07,2022-03-04,PUB.PA,REGLE-4,2,12,39.4657,473.5881,1.9654,475.5535,-5.0284,-0.9797,"PUB.PA : clôture 40,91 sous le seuil de la règle 4 (-5,03 s dans la bande)"
2022-03-07,2022-03-04,SGO.PA,REGLE-4,3,11,40.9746,450.721,1.8705,452.5915,-3.7746,-0.8618,"SGO.PA : clôture 43,46 sous le seuil de la règle 4 (-3,77 s dans la bande)"
2022-03-07,2022-03-04,AIR.PA,ACHAT,5,5,83.9453,419.7265,0.4827,420.2092,-2.8684,-0.6121,"AIR.PA : clôture 89,08 sous le bord bas 98,00 (-2,87 s), TAUX_20 -0,612 %/séance — sans condition de pente"
2022-03-07,2022-03-04,TTE.PA,REGLE-4,6,14,33.9992,475.9888,1.9754,477.9641,-2.7138,-0.7838,"TTE.PA : clôture 34,41 sous le seuil de la règle 4 (-2,71 s dans la bande)"
2022-03-07,2022-03-04,AC.PA,ACHAT,7,22,21.7599,478.7189,1.9867,480.7056,-2.2132,-0.9543,"AC.PA : clôture 23,18 sous le bord bas 25,47 (-2,21 s), TAUX_20 -0,954 %/séance — sans condition de pente"
2022-03-07,2022-03-04,SAF.PA,ACHAT,8,5,89.4602,447.301,1.8563,449.1573,-2.1169,-0.3759,"SAF.PA : clôture 92,52 sous le bord bas 98,15 (-2,12 s), TAUX_20 -0,376 %/séance — sans condition de pente"
2022-04-04,2022-04-01,CAP.PA,VENTE,1,4,181.2366,724.9463,0.8337,-0.8337,1.1615,0.9034,"CAP.PA : clôture 179,93 au-dessus du bord haut 178,49 (+1,16 s)"
2022-05-09,2022-05-06,MC.PA,ACHAT,1,1,510.2658,510.2658,2.1176,512.3834,-1.4157,-0.3845,"MC.PA : clôture 518,10 sous le bord bas 528,89 (-1,42 s), TAUX_20 -0,385 %/séance — sans condition de pente"
